,0,1,2
560,Food supply (kcal/capita/day),Major livestock density in agricultural areas (LSU/ha),0.6799507842805267
561,"Carbon (Eco. Footprint, gha)",Total Emissions of CO2eq (gigagrams),0.5910205678404445
562,"Carbon (Biocapacity, gha)",Use of Pesticides per area of cropland (kg/ha),nan
563,"Fishing Grounds (Biocapacity, gha)",Use of Phosphate per area of cropland (kg/ha),-0.4113318978862888
564,"Built-up Land (Eco. Footprint, gha)",Use of Pesticides per area of cropland (kg/ha),0.9258227365314413
565,Emissions of CO2eq from Agriculture (gigagrams),Total Emissions of CO2eq (gigagrams),0.9969258589511754
566,"Cropland (Biocapacity, gha)",Use of Pesticides per area of cropland (kg/ha),0.9243496693293228
567,"Built-up Land (Eco. Footprint, gha)",Total Renewable Water Resources (10^9 m^3/year),0.846837154875799
568,"Built-up Land (Biocapacity, gha)","Forest Products (Eco. Footprint, gha)",0.9449077238550924
569,"Forest Products (Eco. Footprint, gha)",Total Renewable Water Resources (10^9 m^3/year),0.8006826879269745
570,"Built-up Land (Biocapacity, gha)",Use of Potash per area of cropland (kg/ha),0.7707540785377274
571,"Death Rate, Crude (annually per 1000 people)",Total Emissions of CO2eq (gigagrams),-0.5906274974973743
572,"Fishing Grounds (Biocapacity, gha)",Use of Pesticides per area of cropland (kg/ha),-0.5349443544493125
573,Emissions of CO2eq from Forests (gigagrams),Food supply (kcal/capita/day),-0.6308424078147379
574,"Total (Eco. Footprint, gha)",Total Emissions of CO2eq (gigagrams),0.5905488834287602
575,Food supply (kcal/capita/day),"Forest Products (Biocapacity, gha)",-0.5777565123895658
576,"Built-up Land (Eco. Footprint, gha)","Carbon (Eco. Footprint, gha)",0.990498974709501
577,"Cropland (Eco. Footprint, gha)",Population (1000 persons),0.9973342447026657
578,"Area with Permanent Snow/Glaciers (CCI-LC, 1000 ha)","Forest Products (Biocapacity, gha)",-0.5070215738294335
579,Emissions of CO2eq from Land Use Sources (gigagrams),Use of Phosphate per area of cropland (kg/ha),0.0762418369504878
580,"Carbon (Eco. Footprint, gha)",Emissions of CO2eq from Waste (gigagrams),0.591649480389357
581,Emissions of CO2eq from Forests (gigagrams),"Forest Products (Eco. Footprint, gha)",-0.39008300846292715
582,Use of Nitrogen per area of cropland (kg/ha),Year,0.779259555854924
583,"Built-up Land (Biocapacity, gha)",Total Emissions of CO2eq (gigagrams),0.5905488834287602
584,Average Annual Precipitation (mm/year),Emissions of CO2eq from Transportation (gigagrams),0.8177554333559583
585,Emissions of CO2eq from Agriculture (gigagrams),Total Renewable Water Resources (10^9 m^3/year),0.8137581929934793
586,"Fishing Grounds (Eco. Footprint, gha)",Use of Potash per area of cropland (kg/ha),0.7770674225257496
587,Emissions of CO2eq from Forests (gigagrams),Emissions of CO2eq from Waste (gigagrams),-0.8955696202531646
588,Emissions of CO2eq from Agriculture (gigagrams),"Fishing Grounds (Biocapacity, gha)",-0.4527384211483267
589,"Death Rate, Crude (annually per 1000 people)","Forest Products (Eco. Footprint, gha)",-0.9453861927546139
590,"Cropland (Eco. Footprint, gha)",Major livestock density in agricultural areas (LSU/ha),0.9875598086124403
591,Average Annual Precipitation (mm/year),"Built-up Land (Biocapacity, gha)",0.846837154875799
592,"Total (Biocapacity, gha)",Total Renewable Water Resources Per Capita (m^3/capita/year),0.8455859795669453
593,"Built-up Land (Biocapacity, gha)",Emissions of CO2eq from Land Use Sources (gigagrams),0.48504880334870215
594,"Forest Products (Biocapacity, gha)",Population (1000 persons),-0.8806561859193439
595,Emissions of CO2eq from Forests (gigagrams),Total Emissions of CO2eq (gigagrams),-0.9015370705244122
596,"Total (Biocapacity, gha)","Total (Biocapacity, gha)",1.0
597,"Death Rate, Crude (annually per 1000 people)","Grazing Land (Eco. Footprint, gha)",-0.8848257006151744
598,Emissions of CO2eq from Waste (gigagrams),"Total (Biocapacity, gha)",0.5905488834287602
599,Total Renewable Water Resources (10^9 m^3/year),Use of Nitrogen per area of cropland (kg/ha),0.4794650764026132
600,"Fishing Grounds (Eco. Footprint, gha)","Grazing Land (Eco. Footprint, gha)",0.881613123718387
601,Emissions of CO2eq from Agriculture (gigagrams),Population (1000 persons),0.5912564100462867
602,Emissions of CO2eq from Forests (gigagrams),Major livestock density in agricultural areas (LSU/ha),-0.4976270543269505
603,"Death Rate, Crude (annually per 1000 people)",Emissions of CO2eq from Energy Production (gigagrams),-0.5919639366638132
604,Average Annual Precipitation (mm/year),Food supply (kcal/capita/day),0.8355641823766163
605,Population (1000 persons),Total Emissions of CO2eq (gigagrams),0.5907061115659884
606,"Death Rate, Crude (annually per 1000 people)","Forest Products (Biocapacity, gha)",0.8803144224196857
607,Emissions of CO2eq from Forests (gigagrams),Year,-0.5013219155518109
608,"Area with Permanent Snow/Glaciers (CCI-LC, 1000 ha)",Emissions of CO2eq from Energy Production (gigagrams),0.7824703274016331
609,"Birth Rate, Crude (annually per 1000 people)",Total Renewable Water Resources Per Capita (m^3/capita/year),-0.8455859795669453
610,"Fishing Grounds (Eco. Footprint, gha)",Year,0.9847573479152427
611,Emissions of CO2eq from Energy Production (gigagrams),Industrial Production (% Relative to 2015),0.6207868308372582
612,"Birth Rate, Crude (annually per 1000 people)",Total Emissions of CO2eq (gigagrams),-0.5907061115659884
613,Emissions of CO2eq from Land Use Sources (gigagrams),Emissions of CO2eq from Transportation (gigagrams),0.8774864376130198
614,Emissions of CO2eq from Energy Production (gigagrams),Food supply (kcal/capita/day),0.7263650306331462
615,Average Annual Precipitation (mm/year),"Fishing Grounds (Eco. Footprint, gha)",0.8393996127620578
616,Food supply (kcal/capita/day),Use of Potash per area of cropland (kg/ha),0.39461097289870883
617,"Carbon (Eco. Footprint, gha)","Cropland (Eco. Footprint, gha)",0.9883800410116199
618,"Built-up Land (Biocapacity, gha)",Use of Phosphate per area of cropland (kg/ha),0.7711925052035622
619,"Fishing Grounds (Eco. Footprint, gha)","Total (Eco. Footprint, gha)",0.9810663021189336
620,"Built-up Land (Biocapacity, gha)","Carbon (Biocapacity, gha)",nan
621,"Grazing Land (Biocapacity, gha)",Use of Pesticides per area of cropland (kg/ha),0.6548520247017537
622,"Total (Eco. Footprint, gha)",Use of Pesticides per area of cropland (kg/ha),0.926043696611759
623,Emissions of CO2eq from Energy Production (gigagrams),Total Emissions of CO2eq (gigagrams),0.9984629294755877
624,"Forest Products (Eco. Footprint, gha)",Use of Potash per area of cropland (kg/ha),0.73760902260061
625,"Area with Permanent Snow/Glaciers (CCI-LC, 1000 ha)","Cropland (Biocapacity, gha)",0.7629384492232003
626,"Fishing Grounds (Eco. Footprint, gha)",Use of Pesticides per area of cropland (kg/ha),0.9127124384325872
627,Population (1000 persons),Year,1.0
628,"Cropland (Eco. Footprint, gha)",Emissions of CO2eq from Land Use Sources (gigagrams),0.4835551360450352
629,Emissions of CO2eq from Agriculture (gigagrams),Year,0.5912564100462867
630,"Carbon (Eco. Footprint, gha)",Use of Potash per area of cropland (kg/ha),0.7703156518718923
631,"Total (Biocapacity, gha)",Use of Pesticides per area of cropland (kg/ha),0.9242023626091109
632,"Built-up Land (Eco. Footprint, gha)",Total Renewable Water Resources Per Capita (m^3/capita/year),0.846837154875799
633,Emissions of CO2eq from Energy Production (gigagrams),Use of Phosphate per area of cropland (kg/ha),0.3313897833588664
634,Emissions of CO2eq from Energy Production (gigagrams),Year,0.5920425507324272
635,Food supply (kcal/capita/day),Use of Phosphate per area of cropland (kg/ha),0.38049266920166613
636,Emissions of CO2eq from Agriculture (gigagrams),"Total (Eco. Footprint, gha)",0.5913350241149008
637,"Carbon (Biocapacity, gha)",Total Emissions of CO2eq (gigagrams),nan
638,"Built-up Land (Eco. Footprint, gha)",Total Emissions of CO2eq (gigagrams),0.5905488834287602
639,Industrial Production (% Relative to 2015),Use of Nitrogen per area of cropland (kg/ha),0.773901212834358
640,"Cropland (Eco. Footprint, gha)",Emissions of CO2eq from Agriculture (gigagrams),0.5910991819090585
641,"Carbon (Eco. Footprint, gha)",Emissions of CO2eq from Other Sources (gigagrams),0.5474683738282596
642,"Area with Permanent Snow/Glaciers (CCI-LC, 1000 ha)",Total Emissions of CO2eq (gigagrams),0.7829061226271423
643,Emissions of CO2eq from Waste (gigagrams),Population (1000 persons),0.5921211648010414
644,Emissions of CO2eq from Energy Production (gigagrams),"Grazing Land (Biocapacity, gha)",0.800920131039964
645,"Carbon (Eco. Footprint, gha)","Fishing Grounds (Biocapacity, gha)",-0.6964456596035544
646,"Carbon (Biocapacity, gha)",Emissions of CO2eq from Transportation (gigagrams),nan
647,"Built-up Land (Eco. Footprint, gha)",Emissions of CO2eq from Forests (gigagrams),-0.5011646874145829
648,Emissions of CO2eq from Energy Production (gigagrams),Emissions of CO2eq from Other Sources (gigagrams),0.9454792043399638
649,"Carbon (Biocapacity, gha)","Forest Products (Eco. Footprint, gha)",nan
650,"Grazing Land (Biocapacity, gha)","Grazing Land (Biocapacity, gha)",1.0
651,"Built-up Land (Biocapacity, gha)","Cropland (Biocapacity, gha)",0.9982228298017771
652,"Birth Rate, Crude (annually per 1000 people)","Total (Eco. Footprint, gha)",-0.992617908407382
653,"Built-up Land (Eco. Footprint, gha)",Year,0.9995898838004101
654,"Forest Products (Eco. Footprint, gha)","Grazing Land (Eco. Footprint, gha)",0.8041695146958305
655,Industrial Production (% Relative to 2015),Total Renewable Water Resources Per Capita (m^3/capita/year),0.8627466814608753
656,"Cropland (Eco. Footprint, gha)","Total (Biocapacity, gha)",0.9989747095010254
657,"Built-up Land (Biocapacity, gha)","Forest Products (Biocapacity, gha)",-0.8798359535201641
658,"Total (Eco. Footprint, gha)","Total (Eco. Footprint, gha)",1.0
659,"Total (Biocapacity, gha)",Total Renewable Water Resources (10^9 m^3/year),0.8455859795669453
660,"Birth Rate, Crude (annually per 1000 people)",Industrial Production (% Relative to 2015),-0.9825497566305874
661,"Forest Products (Biocapacity, gha)","Total (Eco. Footprint, gha)",-0.8781954887218046
662,"Fishing Grounds (Biocapacity, gha)",Industrial Production (% Relative to 2015),-0.7041979745681238
663,"Carbon (Biocapacity, gha)",Use of Potash per area of cropland (kg/ha),nan
664,"Cropland (Eco. Footprint, gha)",Use of Potash per area of cropland (kg/ha),0.7692634278738887
665,"Carbon (Eco. Footprint, gha)",Food supply (kcal/capita/day),0.7120103919841124
666,"Carbon (Eco. Footprint, gha)",Use of Nitrogen per area of cropland (kg/ha),0.7770674225257496
667,Average Annual Precipitation (mm/year),"Grazing Land (Eco. Footprint, gha)",0.9255221798548193
668,Population (1000 persons),Use of Phosphate per area of cropland (kg/ha),0.7713678758698962
669,"Area with Permanent Snow/Glaciers (CCI-LC, 1000 ha)","Grazing Land (Eco. Footprint, gha)",0.8213666135491092
670,Emissions of CO2eq from Transportation (gigagrams),"Fishing Grounds (Biocapacity, gha)",-0.45454654472644995
671,Year,Year,1.0
672,Emissions of CO2eq from Other Sources (gigagrams),"Forest Products (Biocapacity, gha)",-0.2565177058876524
673,"Total (Eco. Footprint, gha)",Year,0.9965823650034177
674,"Total (Biocapacity, gha)",Use of Phosphate per area of cropland (kg/ha),0.7651422172150408
675,"Fishing Grounds (Biocapacity, gha)","Grazing Land (Eco. Footprint, gha)",-0.6191387559808613
676,Emissions of CO2eq from Land Use Sources (gigagrams),"Fishing Grounds (Biocapacity, gha)",-0.41602565110556433
677,Emissions of CO2eq from Energy Production (gigagrams),Total Renewable Water Resources (10^9 m^3/year),0.8149573651022229
678,Emissions of CO2eq from Energy Production (gigagrams),Emissions of CO2eq from Land Use Sources (gigagrams),0.8768535262206147
679,Emissions of CO2eq from Other Sources (gigagrams),Use of Potash per area of cropland (kg/ha),0.2681574662054856
680,Emissions of CO2eq from Energy Production (gigagrams),"Total (Biocapacity, gha)",0.5907061115659883
681,Food supply (kcal/capita/day),"Grazing Land (Eco. Footprint, gha)",0.7604074117157514
682,"Death Rate, Crude (annually per 1000 people)","Death Rate, Crude (annually per 1000 people)",1.0
683,"Total (Eco. Footprint, gha)",Total Renewable Water Resources Per Capita (m^3/capita/year),0.8460725477426108
684,Average Annual Precipitation (mm/year),"Carbon (Biocapacity, gha)",nan
685,"Built-up Land (Biocapacity, gha)",Total Renewable Water Resources (10^9 m^3/year),0.846837154875799
686,"Cropland (Biocapacity, gha)",Emissions of CO2eq from Energy Production (gigagrams),0.5904702693601462
687,"Built-up Land (Biocapacity, gha)","Cropland (Eco. Footprint, gha)",0.9982228298017771
688,"Cropland (Biocapacity, gha)",Industrial Production (% Relative to 2015),0.9817575166865912
689,"Grazing Land (Biocapacity, gha)",Major livestock density in agricultural areas (LSU/ha),0.7261107313738893
690,"Carbon (Eco. Footprint, gha)",Emissions of CO2eq from Energy Production (gigagrams),0.5918067085265851
691,Average Annual Precipitation (mm/year),"Fishing Grounds (Biocapacity, gha)",-0.6960357752892403
692,Average Annual Precipitation (mm/year),Emissions of CO2eq from Land Use Sources (gigagrams),0.7510015193025587
693,"Area with Permanent Snow/Glaciers (CCI-LC, 1000 ha)",Year,0.7666138914667886
694,"Grazing Land (Eco. Footprint, gha)",Total Renewable Water Resources Per Capita (m^3/capita/year),0.9255221798548193
695,"Death Rate, Crude (annually per 1000 people)",Use of Potash per area of cropland (kg/ha),-0.7704910225382263
696,"Built-up Land (Biocapacity, gha)","Grazing Land (Eco. Footprint, gha)",0.883937115516063
697,Food supply (kcal/capita/day),Use of Pesticides per area of cropland (kg/ha),0.5925081296066484
698,"Cropland (Biocapacity, gha)",Year,0.9973342447026657
699,"Area with Permanent Snow/Glaciers (CCI-LC, 1000 ha)",Use of Nitrogen per area of cropland (kg/ha),0.5414948639542823
700,"Death Rate, Crude (annually per 1000 people)",Major livestock density in agricultural areas (LSU/ha),-0.9892002734108
701,"Fishing Grounds (Biocapacity, gha)",Total Renewable Water Resources (10^9 m^3/year),-0.6960357752892403
702,"Carbon (Eco. Footprint, gha)",Major livestock density in agricultural areas (LSU/ha),0.9785372522214627
